"**I'm only 1 person maintaining the raw data, so things can easily be missed (I only have the available data, not serverside changes). I always welcome the help of the community when it comes to the sheet since I made it for you guys. If you find anything I've missed or inaccuracies please DM me.",,,,,,,,,,,
,,,,,,,,,,,
,,,Removed: Strong Attack Reduction,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"0.7
Beaulieu Hospital
Oct 27 2025",,,,,,,,Hatchet,Damage 20 -> 10,,Zombies:
,,,,,,,,,Headshot Damage 40 -> 30,,Shield HP 400 -> 200
,,,,,,,,,Strong Attack Damage 25 -> 12,,Construction Helmet HP 50 -> 30
,,,,,,,,,Strong Attack Headshot Damage 50 -> 35,,Firefighter Helmet HP 50 -> 30
,,,,,,,,,Strong Attack Stability Damage 30 -> 15,,Riot Helmet HP 100 -> 60
,,,,,,,,,Charged Attack Damage 40 -> 20,,NG Helmet HP 150 -> 90
,,,,,,,,,Charged Attack Headshot Damage 55 -> 50,,
,,,,,,,,,Charged Attack Stability Damage 50 -> 25,,
,,,,,,,,,,,Player:
,,,,,,,,,,,Max Shove Targets 5 -> 1
,,,,,,,,,,,Max Heavy Shove Targets 1 -> 3
,,,,,,,,,,,Stamina Regen Delay 2.0 -> 0.25
,,,,,,,,,,,Added Stamina Regen Delay (2.0) while Stamina Starved
,,,,,,,,,,,
,,,,,,,,,,,Post-Attack Stamina Regen Delay 0.5 -> 0.1
,,,,,,,,,,,
,,,,,,,,,,,Stamina Starved:
,,,,,,,,,,,Reduced Damage Multiplier 30% -> 10%
,,,,,,,,,,,Reduced Stability Damage 50% -> 80%
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,Difficulties:
,,,,,,,,,,,Casual & Classic Melee Dmg 150% -> 125%
,,,,,,,,,,,Hard & Nightmare Melee Dmg 100% -> 75%
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,Multi-hit Stam values seem to be +5-10 but I'll
,,,,,,,,,,,confirm some extra values later on & update it.
,,,,,,,,,,,
,,,,,,,,,,,Firerate Changes(Semi):
,,,,,,,,,,,M7/MP5/Gruber 922/Gruber MKVII 
,,,,,,,,,,,M7 Semi is bugged as confirmed in the discord.
,,,,,,,,,,,https://discord.com/channels/211900829307895819/1432373802066645074/1432470061351960751
,,,,,,,,,,,New OST Songs:
,,,,,,,,,,,"""Counting the Zombies"""
,,,,,,,,,,,"""Past Is History"""
,,,,,,,,,,,"""And So I Bid Farewell"""
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"0.6.1.1
Hotfix
Sept 18 2025",,,,,M67 Frag Grenade,Cannot be triggered via gunfire or explosives.,,,,,https://discord.com/channels/211900829307895819/375622861563494410/1418238202992398387
,,,,,,,,,,,
,,,,,,,,,,,Explosion Self Damage & Friendly Fire Damage has been disabled.
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,Firefighter's Oxygen Tank exploding and triggering surrounding explosives will no longer hurt you.
,,,,,,,,,,,
,,,,,,,,,,,Cost to Upgrade Perk to Expert 500 -> 1000
"0.6.1
Health Update #1
Sept 16 2025",,,,,,,,Cleaver,Strong Damage Force 25000 -> 15000,,"Melee force values changed on multiple melees, the effects are hard to quantify since I don't know exactly what this ties into, whether it's just the ragdoll strength of the weapon or what."
,,,,,,,,,Charged Damage Force 50000 -> 20000,,
,,,,,,,,,,,
,,,,,,,,Fire Axe,Strong Damage Force 37500 -> 20000,,
,,,,,,,,,Charged Damage Force 75000 -> 40000,,
,,,,,,,,,,,"""Army and Police zombies now properly take reduced damage and lose armor-based headshot resistance when helmets are destroyed"" From the patch notes, I'll test this later since there was already discrepenices between the Training Area and real matches."
,,,,,,,,Machete,Strong Damage Force 37500 -> 20000,,
,,,,,,,,,Charged Damage Force 75000 -> 40000,,
,,,,,,,,,,,
,,,,,,,,Mallet,Strong Damage Force 25000 -> 15000,,
,,,,,,,,,Charged Damage Force 50000 -> 20000,,
,,,,,,,,,,,Knocked Down Zombie Hitbox fixed.
,,,,,,,,Small Pipe,Strong Damage Force 25000 -> 15000,,
,,,,,,,,,Charged Damage Force 50000 -> 20000,,You can now Kick Zombies while they're getting up.
,,,,,,,,,,,
,,,,,,,,Shovel,Strong Damage Force 37500 -> 20000,,"Kicking a zombie while its down seems to be able to kill it, Another instance of Stability Damage turning into real damage due to the Weakened State? Testing needed outside the Training Area."
,,,,,,,,,Charged Damage Force 75000 -> 40000,,
,,,,,,,,,,,
,,,,,,,,Tire Iron,Strong Damage Force 25000 -> 15000,,
,,,,,,,,,Charged Damage Force 50000 -> 20000,,
,,,,,,,,,,,Bugs:
,,,,,,,,Tree Trimmer,Strong Damage Force 37500 -> 20000,,Steel Chamber still doesn't apply to the Rochester.
,,,,,,,,,Charged Damage Force 75000 -> 40000,,Vulture still doesn't work on .22 LR/.45 ACP ammo.
,,,,,,,,,,,Grenadier Expert still doesn't work on IEDs&Radios.
,,,,,,,,Wrench,Strong Damage Force 25000 -> 15000,,
,,,,,,,,,Charged Damage Force 50000 -> 20000,,Huge Damage Falloff past 25m in the Training Area.
,,,,,,,,,,,
" 0.6.0.1 
Hotfix
August 26 2025",,,,,,,,,,,https://discord.com/channels/211900829307895819/375622861563494410/1409900920682188973
,,,,,,,,,,,Hard Difficulty Loot Changes:
,,,,,,,,,,,30% -> 50% Less Ammo Picked Up
,,,,,,,,,,,30% -> 40% Less Loot Spawns
,,,,,,,,,,,
,,,,,,,,,,,Nightmare Difficulty Loot Changes:
,,,,,,,,,,,50% -> 65% Less Ammo Picked Up
,,,,,,,,,,,50% -> 65% Less Loot Spawns
,,,,,,,,,,,
,,,,,,,,,,,"Total Supplies/Exp required to Lvl a Responder from 0-50 increased by 70%
98250 -> 167,310"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"0.6.0
SPAWN
August 19 2025",,,,,,,,Hockey Stick,Added to game,,Shove  Valid Angle 75 -> 180
,,,,,,,,,,,Heavy Shove  Valid Angle 50 -> 180
,,,,,,,,Baseball Bat,Stamina cost 20 -> 15,,
,,,,,,,,,Strong Attack Stamina 30 -> 18,,Broadway: Fast Rope Hold Duration 3s -> 2s
,,,,,,,,,Charged Attack Stamina 45 -> 20,,Broadway: +2 Nightmare Extractions fixed
,,,,,,,,,,,
,,,,,,,,Sledge Hammer,Stamina cost 20 -> 15,,
,,,,,,,,,Strong Attack Stamina 30 -> 18,,Difficulty Prefrence Selection added
,,,,,,,,,Charged Attack Stamina 45 -> 20,,Reroll Perk added
,,,,,,,,,Range 250 -> 220,,Upgrade to Expert Perks added
,,,,,,,,,,,
,,,,,,,,Large Pipe,Stamina cost 20 -> 15,,
,,,,,,,,,Strong Attack Stamina 30 -> 18,,Zombie Attack Ranges have been randomized
,,,,,,,,,Charged Attack Stamina 45 -> 20,,
,,,,,,,,,Range 250 -> 220,,Difficulty Changes:
,,,,,,,,,,,Casual:
,,,,,,,,Rebar,Stamina cost 20 -> 15,,"100% Character, Credit and Acc XP Gains"
,,,,,,,,,Strong Attack Stamina 25 -> 18,,Classic:
,,,,,,,,,Charged Attack Stamina 35 -> 23,,100% Account XP Gain -> 200%
,,,,,,,,,Range 250 -> 220,,100% Character XP Gain -> 200%
,,,,,,,,,,,100% Credit Multiplier -> 200%
,,,,,,,,Large Wrench,Stamina cost 20 -> 15,,Hard:
,,,,,,,,,Strong Attack Stamina 30 -> 18,,140% Account XP Gain -> 300%
,,,,,,,,,Charged Attack Stamina 45 -> 20,,110% Character XP Gain -> 300%
,,,,,,,,,Range 250 -> 220,,100% Credit Multiplier -> 300%
,,,,,,,,,,,Nightmare:
,,,,,,,,Fire Axe,Stamina cost 20 -> 15,,200% Account XP Gain -> 400%
,,,,,,,,,Strong Attack Stamina 25 -> 18,,120% Character XP Gain -> 400%
,,,,,,,,,Charged Attack Stamina 30 -> 18,,100% Credit Multiplier -> 400%
,,,,,,,,,Range 250 -> 220,,
,,,,,,,,,,,
,,,,,,,,Tree Trimmer,Stamina cost 20 -> 15,,
,,,,,,,,,Strong Attack Stamina 25 -> 18,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,"Casual & Classic difficulty modifier:

Melee Damage +50%
Limb Damage +50%"
,,,,,,,,,Range 250 -> 220,,
,,,,,,,,,,,
,,,,,,,,Shovel,Stamina cost 15 -> 12,,
,,,,,,,,,Strong Attack Stamina 25 -> 18,,
,,,,,,,,,Charged Attack Stamina 40 -> 23,,"Hard & Nightmare difficulty modifier:

Crawler Movement Speed +20%
Shambler Movement Speed +20%
Walker Movement Speed +20%
Runner Movement Speed +10%"
,,,,,,,,,Range 250 -> 220,,
,,,,,,,,,Stability Damage 19 -> 20 ,,
,,,,,,,,,,,
,,,,,,,,Machete,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20 ,,
,,,,,,,,,,,
,,,,,,,,Cleaver,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20 ,,
,,,,,,,,,,,
,,,,,,,,Kitchen Knife,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 10 -> 20 ,,
,,,,,,,,,Strong Stability Damage 15 -> 20,,
,,,,,,,,,,,
,,,,,,,,Hatchet,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20 ,,
,,,,,,,,,,,
,,,,,,,,Crowbar,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 25 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,,,
,,,,,,,,Claw Hammer,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 25 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,,,
,,,,,,,,Tire Iron,Stamina cost 12 -> 9.5,,
,,,,,,,,,Strong Attack Stamina 15 -> 12,,
,,,,,,,,,Charged Attack Stamina 25 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,,,
,,,,,,,,Wrench,Stamina cost 15 -> 12,,
,,,,,,,,,Strong Attack Stamina 20 -> 15,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20,,
,,,,,,,,,,,
,,,,,,,,Mallet,Stamina cost 15 -> 12,,
,,,,,,,,,Strong Attack Stamina 20 -> 15,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20,,
,,,,,,,,,,,
,,,,,,,,Pipe,Stamina cost 15 -> 12,,
,,,,,,,,,Strong Attack Stamina 20 -> 15,,
,,,,,,,,,Charged Attack Stamina 30 -> 18,,
,,,,,,,,,Range 220 -> 170,,
,,,,,,,,,Stability Damage 15 -> 20,,
,,,,,,,,,,,
"0.5.0
Broadway
July 15 2025",,,,,,,,Gruber MKVII .22 pistol,Added to game,,Broadway Map Added
,,,,,,,,DT11,Damage 20 -> 13,,Tutorial Gym Added
,,,,,,,,,Headshot Damage 25 -> 20,,Character Customization 1.0
,,,,,,,,,,,Throw (hold G)
,,,,,,,,M590A1,Damage 20 -> 13,,
,,,,,,,,,Headshot Damage 50 -> 25,,
,,,,,,,,,Weight 2kg -> 3kg,,
,,,,,,,,,,,
,,,,,,,,RX12,Damage 13 -> 15,,Zombie death animation reduced 
,,,,,,,,,Weight 2kg -> 3kg,,
,,,,,,,,,,,
,,,,,,,,MC-15,Weight 2kg -> 3kg,,
,,,,,,,,,,,
,,,,,,,,M7A1,Weight 2kg -> 3kg,,
,,,,,,,,,,,
,,,,,,,,M14,Weight 2kg -> 3kg,,
,,,,,,,,,,,
,,,,,,,,Gruber 922,Rate of Fire increased,,Sabinian Moonstone voices the train driver in
,,,,,,,,,,,Broadway's train extract variant
,,,,,,,,Sledgehammer,Weight 2kg -> 3kg,,
,,,,,,,,,Stability Damage 20 - > 40,,
,,,,,,,,,,,
,,,,,,,,Fire Axe,Weight 2kg -> 3kg,,
,,,,,,,,,Stability Damage 40 - > 30,,
,,,,,,,,,Strong Stability Damage 50 -> 30,,
,,,,,,,,,Charged Stability Damage 80 -> 60,,
,,,,,,,,,,,
,,,,,,,,Hatchet,Stability Damage 10 -> 15,,
,,,,,,,,,,,
,,,,,,,,Machete,Stability Damage 10 -> 15,,
,,,,,,,,,,,
,,,,,,,,Long Pipe,Stability Damage 20 -> 40,,
,,,,,,,,,,,
,,,,,,,,Tire Iron,Stability Damage 15 -> 20,,
,,,,,,,,,,,
,,,,,,,,Large Wrench,Stability Damage 20 -> 40,,
,,,,,,,,,,,
,,,,,,,,Baseball Bat,Stability Damage 20 -> 40,,
,,,,,,,,,,,
,,,,,,,,Claw Hammer,Stability Damage 15 -> 20,,
,,,,,,,,,,,
,,,,,,,,Cleaver,Stability Damage 10 -> 15,,
,,,,,,,,,,,
,,,,,,,,Crowbar,Stability Damage 15 -> 20,,
,,,,,,,,,,,
"0.4.2
Reanimation++
June 17 2025",,Butcher,25%->50% melee damage to limb,,,,,Gruber 922,Added to game,,Zombie Weakened state added (+100% Damage taken while knocked down) 
,,,,,,,,,,,
,,Butcher - Expert,50% -> 100% melee damage to limbs,,,,,,,,"""Lynch"" Responder voice featuring Jon St. John as M & Lani Minella as F"
,,,,,,,,,,,"There wasn't any stealth nerfs this patch thankfully compared to last, If anyone finds a change I missed just let me know and I'll correct it."
,,,,,,,,,,,
,,,,,,,,,,,
"0.4.1 
Reanimation+
May 13 2025",,,,,,,,,,,
,,Hardblow,150% -> 120%,,Adrenaline shot,200% Total Stamina -> 125%,,Baseball bat,StabilityDamage 19 -> 20,,
,,,,,,,,,StaminaStarvedAttackSpeedReductionPercent 0.9 -> 1.15,,
,,Hardblow Expert,200% -> 140%,,Body armor,30% Damage Resistance -> 25%,,,,,
,,,,,,Remains additive,,Cleaver,LimbDamage 50 -> 20,,
,,Rush,50% Stamina Reduction -> 25%,,,,,,StrongAttackLimbDamage 70 -> 30,,
,,,Did not change charged attacks -> now works with charged attacks,,Nailgun,200% Speed -> 300%,,,HeavyAttackLimbDamage 100 -> 30,,
,,,,,,,,,,,
,,Rush Expert,80% Stamina Reduction -> 40%,,,,,Fireaxe,StaminaStarvedAttackSpeedReductionPercent 1.0 -> 1.15,,
,,,Did not change charged attacks -> now works with charged attacks,,,,,,LimbDamage 100 -> 30,,
,,,,,,,,,StrongAttackLimbDamage 100 -> 60,,
,,Adrenaline Rush,50% Reduction -> 25%,,,,,,HeavyAttackLimbDamage 100 -> 60,,
,,,,,,,,,,,
,,Adrenaline Rush Expert,No Stamina cost -> 50% Reduction,,,,,Hatchet,LimbDamage 50 -> 20,,
,,,,,,,,,StrongAttackLimbDamage 70 -> 30,,
,,Antibodies Expert,100% Infection Resistance -> 75%,,,,,,HeavyAttackLimbDamage 100 -> 30,,
,,,,,,,,,,,
,,Athlete,140% Total Stamina -> 120%,,,,,Knife,LimbDamage 50 -> 20,,
,,,,,,,,,StrongAttackLimbDamage 70 -> 30,,
,,Athlete Expert,200% Total Stamina -> 130%,,,,,,HeavyAttackLimbDamage 100 -> 30,,
,,,,,,,,,,,
,,Builder,-20% Weight -> -25%,,,,,Machete,LimbDamage 50 -> 20,,
,,,,,,,,,StrongAttackLimbDamage 70 -> 30,,
,,Builder Expert,-30% Weight -> -50%,,,,,,HeavyAttackLimbDamage 100 -> 60,,
,,,,,,,,,,,
,,Butcher,150% Limb Damage -> 125%,,,,,Large pipe,StabilityDamage 19 -> 20,,
,,,,,,,,,StaminaStarvedAttackSpeedReductionPercent 0.9 -> 1.15,,
,,Butcher Expert,200% Limb Damage -> 150%,,,,,,,,
,,,,,,,,,,,
,,Headhunter,120% -> 110%,,,,,,,,
,,,,,,,,Shovel,StaminaStarvedAttackSpeedReductionPercent 1.0 -> 1.15,,
,,Headhunter Expert,140% -> 120%,,,,,,LimbDamage 100 -> 30,,
,,,,,,,,,StrongAttackLimbDamage 100 -> 30,,
,,Limbo,150% -> 170%,,,,,,HeavyAttackLimbDamage 100 -> 60,,
,,,,,,,,,,,
,,Limbo Expert,200% -> 250%,,,,,Sledgehammer,StabilityDamage 19 -> 20,,
,,,,,,,,,StaminaStarvedAttackSpeedReductionPercent 0.9 -> 1.15,,
,,Mule,2.5kg -> 1kg,,,,,,,,
,,,,,,,,Treetrimmer,StaminaStarvedAttackSpeedReductionPercent 1.0 -> 1.15,,
,,Mule Expert,5kg -> 2kg,,,,,,LimbDamage 100 -> 30,,
,,,,,,,,,StrongAttackLimbDamage 100 -> 30,,
,,Quiet Steps,Walking sound reduction 50% -> 60%,,,,,,HeavyAttackLimbDamage 100 -> 60,,
,,,,,,,,,,,
,,Quiet Steps Expert,Walking sound reduction 70% -> 80%,,,,,Large wrench,StabilityDamage 19 -> 20,,
,,,,,,,,,StaminaStarvedAttackSpeedReductionPercent 0.9 -> 1.15,,
,,Steady Shot / Steady Shot Expert,Used to work without crouching -> requires crouch,,,,,,,,
,,,,,,,,,,,
,,Scavenger,150% -> 125%,,,,,,,,
,,,,,,,,,,,
,,Scavenger Expert,200% -> 150%,,,,,,,,
,,,,,,,,,,,
,,Sturdy Body,30% Damage mitigation -> 20%,,,,,,,,
,,,,,,,,,,,
,,Sturdy Body Expert,60% Damage mitigation -> 30%,,,,,,,,
,,,,,,,,,,,
,,Thick Skin,150% Total Health -> 120%,,,,,,,,
,,,,,,,,,,,
,,Thick Skin Expert,200% Total Health -> 130%,,,,,,,,
